lab name;lab_nr;probenahme;versuchsfläche;gps_lat;gps_lon;bodenklimaraum;bodengruppe;kultur;sorte;öko/konv;ertrag (dt/ha);rohprotein (% TS);stärke (%);zucker (% TS);öl (%);bewässerung;besonderheiten;dat_saat;dat_ernte;entwicklungsstadium;d_org;d_n;d_p2o5;d_k2o;d_mgo;d_cao;d_s;d_b;d_mn;d_cu;d_zn;d_fe;dat_düng;anm_dgg;p_n;p_ca;p_p;p_k;p_mg;p_na;p_s;p_b;p_mn;p_cu;p_zn;p_fe;p_mo;p_al;p_co;p_se;p_si;p_c;p_c_n;p_n_s;p_ts;ph_wert;b_n;b_p;b_k;b_mg;b_ca;b_b;b_mn;b_cu;b_zn;b_fe;b_c_n;b_c;b_humus;station_id;station_name;station_lat;station_lon
IAU;2_786;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;47,8;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;0;;;;;;0;0;0;0;0;;;2,86;0,55;0,37;2,94;0,14;0,15;0,21;30,2;26,1;8,08;22,9;70,1;0,7;13,7;0,02;0,04;;43,95;15,36;13,39;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_787;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;42,9;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;0;;;;;;0;0;0;0;0;;;3,01;0,55;0,38;2,77;0,15;0,12;0,22;42;26,6;7,24;23,2;66,5;0,52;21,2;;0,05;;44,15;14,65;13,68;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_792;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;23,3;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;0;;;;;;0;0;0;0;0;;;2,83;0,63;0,45;2,97;0,16;0,06;0,24;28,5;28,9;8,52;25;72;0,77;19,5;;0,08;;43,69;15,42;11,63;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_793;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;18,6;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;0;;;;;;0;0;0;0;0;;;2,94;0,68;0,46;2,67;0,17;0,04;0,28;22,9;35,1;10,26;25;78,9;1,05;24,4;0,01;0,13;;43,87;14,93;10,31;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_798;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;47,6;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;;;3,07;0,55;0,4;2,66;0,15;0,19;0,24;27,7;26;6,66;23;62,9;0,16;15,3;;0,05;;44,32;14,44;12,92;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_799;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;43,1;;;;;0;;30.03.2023;19.07.2023;EC 37-38;1;60;;;;;;0;0;0;0;0;;;3,13;0,59;0,39;2,48;0,16;0,17;0,25;25,9;28,3;6,97;23,6;59,7;0,16;17,6;;0,1;;44,46;14,22;12,61;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_804;02.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;34;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;;;3,09;0,65;0,42;2,52;0,15;0,1;0,24;27,4;28,2;7,38;23,9;64,1;0,03;15,4;;0,06;;43,85;14,18;13,03;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_805;05.06.2023;1;51,38975;11,87857;107;4;Sommergerste;Avalon;0;29,8;;;;;0;;30.03.2023;19.07.2023;EC 37-38;;80;;;;;;0;0;0;0;0;;;3,05;0,74;0,43;2,01;0,17;0,07;0,28;21,6;35,1;9,66;25,5;65,1;0,13;19,9;0,01;0,12;;44,07;14,45;10,75;;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;2_971;12.06.2023;1;51,820487;11,711967;107;5;Sommergerste;Amidala;0;51,7;13,2;;;;0;;01.03.2023;30.07.2023;EC >45;;40;75;;;;22;0;0;0;0;0;30.03.2023;;1,8;0,43;0,23;2,08;0,13;0,04;0,19;9,1;23,1;5,38;16,3;66,4;0,23;21;0,03;0,08;;44,55;24,82;9,49;;7,1;0,14;7,6;11;13,3;271;1,63;235,9;3,58;5,08;46,91;11,28;1,6;2,76;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_972;12.06.2023;1;51,820487;11,711967;107;5;Sommergerste;Amidala;0;51,6;13,3;;;;0;;01.03.2023;30.07.2023;EC >45;;40;75;100;;;22;0;0;0;0;0;30.03.2023;;1,86;0,4;0,21;2,22;0,12;0,05;0,18;9,1;22,1;4,97;15,7;72,7;0,23;25,9;0,02;0,12;;44,27;23,79;10,48;;6,9;0,16;5,5;11,9;13,7;254;1,69;258,1;3,77;5,23;50,93;9,92;1,54;2,64;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_973;12.06.2023;1;51,820487;11,711967;107;5;Sommergerste;Amidala;0;49,6;13,1;;;;0;;01.03.2023;30.07.2023;EC >45;;40;75;50;;;22;0;0;0;0;0;30.03.2023;;1,82;0,41;0,23;2,18;0,13;0,06;0,18;9,5;23,6;5,48;17,1;63,8;0,21;20,9;0,02;0,03;;43,76;24,08;10,11;;7,1;0,14;5,6;11,2;12,3;285;1,46;207,8;3,35;4,62;39,86;11,49;1,61;2,77;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_974;12.06.2023;1;51,820487;11,711967;107;5;Sommergerste;Amidala;0;48,7;13,5;;;;0;;01.03.2023;30.07.2023;EC >45;;40;75;100;;;22;0;0;0;0;0;30.03.2023;;1,84;0,39;0,22;2,22;0,13;0,06;0,18;9,3;22,6;5,79;18,4;59,6;0,25;18,4;0,03;0,07;;44,31;24,12;10,37;;7;0,16;5,7;14,1;13,9;257;1,68;242;3,49;5,02;50,44;9,24;1,46;2,51;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_975;12.06.2023;1;51,820487;11,711967;107;5;Sommergerste;Amidala;0;55,4;13,2;;;;0;;01.03.2023;30.07.2023;EC >45;;40;75;150;;;22;0;0;0;0;0;30.03.2023;;1,7;0,38;0,2;2,14;0,11;0,07;0,16;9,8;23,2;5,05;16;59,9;0,24;17;0,02;0,05;;44,21;26,02;10,4;;7,1;0,15;6,1;14,1;12,8;274;1,49;211,7;3,37;7,48;41,49;10,6;1,54;2,64;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;3_333;19.04.2024;0;51,424981;12,050312;107;3;Sommergerste;Leandra;0;41;11,1;;;;0;schwacher Bestand, Braugerste;03.11.2023;07.07.2024;31;;70;;;;;79;1;1;1;1;0;06.03.2024;;2,68;0,67;0,36;3,23;0,09;0,03;0,37;2,9;56,1;6,4;30,4;97,5;0,86;60,8;0,06;0,18;;44,4;16,54;7,35;28,5;7,2;0,11;9,9;9,5;4,9;210;1,16;142,1;2,86;5,98;52,5;11,42;1,3;2,24;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_334;19.04.2024;0;51,425944;12,051883;107;3;Sommergerste;Leandra;0;56;9,5;;;;0;Braugerste;23.10.2023;07.07.2024;31;;70;;;;;79;1;1;1;1;0;13.03.2024;;2,51;0,56;0,3;3,13;0,09;0,02;0,29;2,6;44,5;6,34;29,2;80,3;0,55;45,3;0,05;0,22;;44,61;17,77;8,55;26,5;6,9;0,11;5,1;8,2;7,3;151;1,36;164,6;2,42;3,91;88,09;9,77;1,05;1,81;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_332;19.04.2024;0;51,42523;12,053556;107;3;Sommergerste;Leandra;0;54;10,4;;;;0;Braugerste;24.10.2023;07.07.2024;31;;70;;;;;79;1;1;1;1;0;29.04.2024;;3,64;0,37;0,24;3,69;0,1;0;0,34;2,1;42;5,12;20,5;104,7;0,76;43,3;0,09;0,1;;45,33;12,47;10,74;25,2;6,3;0,12;3,9;15,6;5,3;119;0,76;142;2,08;3,19;106,3;12,35;1,45;2,49;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_451;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;80,3;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,62;0,65;0,57;4,11;0,12;0,06;0,26;12,3;50,9;10,92;40,5;86;1,72;36,7;0,03;0,13;;42,04;11,61;13,93;16;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_452;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;74;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,54;0,63;0,55;3,86;0,12;0,07;0,25;11,7;51,3;7,78;38,4;72,9;1,84;27;0,02;0,16;;42,42;11,97;14,47;17;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_453;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;77,7;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,77;0,66;0,5;3,99;0,12;0,08;0,29;12,5;52,3;9,9;37,4;71,9;1,6;30,4;0,03;0,13;;42,44;11,27;12,86;15,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_454;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;64;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,37;0,67;0,5;3,67;0,12;0,06;0,24;12,8;54,1;9,92;35,6;74,8;1,56;28;0,03;0,17;;42,62;12,64;14,1;18,4;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_457;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;79,5;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,18;0,75;0,53;3,35;0,12;0,05;0,23;12,2;56,1;11,54;26,7;75,5;2;28,5;0,03;0,31;;43,02;13,51;13,91;17,6;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_458;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;63,7;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,46;0,9;0,5;2,66;0,16;0,08;0,24;13,5;68,5;9,84;25,1;73,7;2,31;26,8;0,02;0,37;;43,67;12,63;14,34;20,2;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_459;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;55,6;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,86;0,78;0,33;3,22;0,13;0,07;0,25;12,5;63,9;11,75;31,7;87,9;1,79;45,1;0,03;0,29;;43,54;11,27;15,38;23,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_460;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;50,9;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,88;0,82;0,33;2,96;0,15;0,09;0,25;13,7;68,6;8,28;32;83;2,45;38,9;0,02;0,35;;43,6;11,23;15,34;23,3;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_463;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;73,8;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,82;0,67;0,55;3,54;0,12;0,08;0,26;15,4;37,7;6,76;29;77,6;0,81;33,3;0,02;0,06;;42,97;11,24;14,74;18,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_464;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;64,4;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,79;0,68;0,58;3,56;0,13;0,1;0,27;14,9;40,9;7,77;30,9;89,8;0,91;58,5;0,02;0,1;;42,98;11,34;14,17;18,4;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_465;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;72,4;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,55;0,65;0,44;3,55;0,12;0,08;0,24;14,2;40,7;7,9;30,7;77,9;0,57;33,7;0,02;0,02;;43,04;12,13;14,52;18,5;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_466;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;64,3;;;;;0;;18.03.2024;01.08.2024;EC 31;1;60;;;;;;0;0;0;0;0;03.05.2024;;3,87;0,68;0,44;3,69;0,13;0,09;0,25;14,4;42,8;10,49;31,2;78,8;0,68;46,9;0,03;0,09;;42,86;11,07;15,27;19,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_469;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;68,7;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,08;0,75;0,45;3,14;0,11;0,05;0,21;14,4;57,2;11,07;26,6;77,1;1,81;33,3;0,03;0,19;;42,86;13,92;14,34;21;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_470;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;63;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,34;0,89;0,45;2,56;0,15;0,08;0,22;13;73;9,19;25,7;79,1;2,31;33,9;0,02;0,25;;43,36;12,97;15,47;21,9;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_471;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;55,4;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,45;0,81;0,31;3,12;0,12;0,06;0,23;13,9;69,3;52,16;29,2;82,6;1,9;51,6;0,02;0,24;;43,26;12,55;15,28;25,2;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_472;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;49,2;;;;;0;;18.03.2024;01.08.2024;EC 31;;80;;;;;;0;0;0;0;0;03.05.2024;;3,68;0,81;0,29;3,05;0,13;0,06;0,23;13,6;72,6;9,15;30,3;76,7;2,11;45,9;0,03;0,3;;43,87;11,91;16,14;23,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_455;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;80,2;;;;;0;;18.03.2024;01.08.2024;EC 31;1;;;;;;;0;0;0;0;0;;;2,73;0,59;0,47;3,12;0,1;0,04;0,2;13,3;43,7;8,04;28,1;63;1,43;25,6;0,03;0,16;;42,89;15,74;13,59;21;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_456;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;62,7;;;;;0;;18.03.2024;01.08.2024;EC 31;1;;;;;;;0;0;0;0;0;;;2,58;0,61;0,44;2,88;0,11;0,04;0,2;13,8;46,3;7,53;26,8;64,5;1,4;25,6;0,03;0,13;;42,92;16,64;13,23;20,4;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_461;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;29;;;;;0;;18.03.2024;01.08.2024;EC 31;;;;;;;;0;0;0;0;0;;;2,15;0,7;0,42;2,52;0,12;0,03;0,19;14,1;56,5;6,6;19,7;64,5;2,14;40,9;0,03;0,35;;42,4;19,69;11,39;25,9;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_462;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;24;;;;;0;;18.03.2024;01.08.2024;EC 31;;;;;;;;0;0;0;0;0;;;2,34;0,7;0,4;2,39;0,14;0,03;0,22;14,1;66,5;6,1;22;57,6;2,13;31,2;0,03;0,41;;42,62;18,24;10,87;25,5;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_467;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;70,1;;;;;0;;18.03.2024;01.08.2024;EC 31;1;;;;;;;0;0;0;0;0;;;2,85;0,58;0,42;3,06;0,11;0,06;0,2;14,5;37,8;9,63;26,4;63,8;1,01;23,4;0,02;0,1;;43,01;15,1;14,27;22;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_468;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;63,9;;;;;0;;18.03.2024;01.08.2024;EC 31;1;;;;;;;0;0;0;0;0;;;2,76;0,61;0,39;2,93;0,11;0,07;0,22;14;42,5;11,35;26,3;64,5;1,12;37,4;0,02;0,12;;42,92;15,53;12,68;22,7;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_473;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;26,5;;;;;0;;18.03.2024;01.08.2024;EC 31;;;;;;;;0;0;0;0;0;;;2,14;0,69;0,35;2,56;0,12;0,02;0,17;18,4;60,6;7,53;19,4;64,9;1,97;30,3;0,04;0,22;;42,64;19,94;12,45;26,1;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_474;13.05.2024;1;51,39019;11,87853;107;4;Sommergerste;Amidala;0;23,2;;;;;0;;18.03.2024;01.08.2024;EC 31;;;;;;;;0;0;0;0;0;;;2,1;0,62;0,34;2,31;0,12;0,02;0,17;11,6;60,6;7,72;20,8;63,2;1,95;32,9;0,03;0,28;;42,63;20,28;12,23;27,8;;;;;;;;;;;;;;;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;3_475;14.05.2024;0;51,6292224;11,9957862;104;3;Sommergerste;Leandra;1;42;11,2;;;;0;;30.03.2024;27.07.2024;EC 31;;70;;;;;;1;0;0;1;0;17.05.2024;;2,71;0,65;0,4;3,45;0,1;0,02;0,26;10,3;53,8;8,76;24,2;77,8;0,5;44,5;0,04;0,07;;42,37;15,66;10,53;23,5;6,8;0,18;24,5;22,1;12,3;234;1,78;282,3;4,73;9,49;67,03;12,09;2,21;3,8;2704;Köthen (Anhalt);51,75109863;12,00940037
IAU;2_689;22.05.2023;0;51,10755;11,929589;107;4;Sommerweizen;Sorte unbekannt;1;20;;;;;0;;;;EC 37-38;;;;;;;;0;0;0;0;0;;;2,18;0,3;0,38;2,99;0,12;0,01;0,16;2,3;32,5;6,27;24,2;146,9;1,3;116,1;0,12;0,17;;42,82;19,63;13,23;;7,1;0,22;10,9;22,5;17,5;261;1,32;117,5;2,75;3,88;63,03;8,85;1,96;3,36;3821;Osterfeld;51,08720016;11,92930031
IAU;3_492;15.05.2024;0;52,7742076;12,1716633;104;4;Sommerweizen;Servus;0;56;;;;;0;;30.03.2024;01.08.2024;EC 31;;121;10;46;36;32;38;1;1;1;1;0;05.06.2024;;4,06;0,51;0,33;3,26;0,17;0,03;0,28;7,2;20,2;12,28;31,2;96,5;0,2;386,1;0,13;0,2;;43,68;10,77;14,4;23,1;5,9;0,27;4;7;16,9;351;0,93;49,56;4,37;2,77;260,6;11,28;3;5,16;2794;Kyritz;52,93619919;12,40929985
IAU;3_493;15.05.2024;0;52,7737909;12,1683971;104;4;Sommerweizen;Chamsin;0;47;;;;;0;;01.04.2024;02.08.2024;EC 31;;117;10;46;35;18;37;1;1;0;1;0;05.06.2024;;3,3;0,4;0,26;3,12;0,13;0,02;0,25;6,3;24,6;13,56;27,5;80;0,28;107,1;0,07;0,07;;43,44;13,16;13,26;24;6,2;0,27;3,2;7;17,5;379;0,98;62,59;5,33;2,39;235,5;11,25;2,99;5,14;2794;Kyritz;52,93619919;12,40929985
IAU;3_494;15.05.2024;0;52,7858353;12,1555828;104;4;Sommerweizen;Chamsin;0;55;;;;;0;;01.04.2024;06.08.2024;EC 31;;129;10;46;85;51;91;1;0;1;0;0;05.06.2024;;3,64;0,47;0,34;2,6;0,15;0,22;0,25;6,9;16,9;15,8;33,3;106,4;0,7;165,1;0,05;0,08;;43,75;12,03;14,68;24,3;6,3;0,23;4,1;6,2;17;396;0,93;69,19;5,08;4,04;319,3;10,72;2,41;4,15;2794;Kyritz;52,93619919;12,40929985
IAU;2_447;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;52,5;8,7;;;;0;;12.10.2022;09.07.2023;EC 30-31;;;;;38;;30;0;0;0;0;0;09.05.2023;;1,88;0,36;0,38;2,35;0,09;0,01;0,16;6,7;43,5;3,18;14,6;57,9;0,24;16,6;0,02;0,19;;42,06;22,32;11,95;;7,1;0,14;10,4;20,7;14,4;270;1,28;246,8;3,01;4,09;45,86;10,22;1,39;2,39;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_448;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;75,3;11;;;;0;;12.10.2022;09.07.2023;EC 30-31;;92;;;38;41;30;0;0;0;0;0;09.05.2023;;2,79;0,51;0,46;3,15;0,1;0,02;0,22;4,1;52,5;3,96;17,2;73,8;0,18;15,5;0,03;0,12;;42,57;15,25;12,67;;7,2;0,14;10,2;19;13,8;275;1,25;236,6;3,01;4,13;43,83;10,59;1,43;2,46;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_449;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;75,5;12,7;;;;0;;12.10.2022;09.07.2023;EC 30-31;;138;;;38;61;30;0;0;0;0;0;09.05.2023;;3,05;0,54;0,52;3,47;0,1;0,01;0,25;3,5;57,7;3,9;19,1;76;0,39;13,7;0,03;0,17;;42,47;13,91;12,38;;7;0,14;10,6;21,9;16,1;235;1,3;301;3,21;4,32;58,04;10,39;1,43;2,47;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_450;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;78,6;13,7;;;;0;;12.10.2022;09.07.2023;EC 30-31;;185;;;38;82;30;0;0;0;0;0;09.05.2023;;3,33;0,58;0,52;3,51;0,11;0,02;0,27;4,9;52,1;4,33;21,6;88,1;0,2;14,3;0,04;0,1;;42,38;12,74;12,47;;7,1;0,14;9,8;19,1;13,9;270;1,24;247,3;3,02;4,15;45,98;9,9;1,4;2,4;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_451;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;77,1;13,9;;;;0;;12.10.2022;09.07.2023;EC 30-31;;230;;;38;102;30;0;0;0;0;0;09.05.2023;;3,53;0,63;0,51;3,43;0,11;0,02;0,29;4,7;49,2;4,57;22,3;88;0,11;19,1;0,03;0,11;;43,12;12,23;11,98;;7,1;0,14;8,1;17,6;15,8;249;1,35;269,3;3;3,89;50,32;9,95;1,38;2,38;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_452;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;76,9;13,1;;;;0;;12.10.2022;09.07.2023;EC 30-31;;160;;;38;71;30;0;0;0;0;0;09.05.2023;;3,45;0,6;0,52;3,58;0,11;0,01;0,27;3,6;53,1;4,04;21,5;81,7;0,32;14,1;0,04;0,05;;42,07;12,21;12,79;;6,9;0,14;8,6;19,3;17,1;232;1,34;295,1;3,1;4,01;59,27;10,32;1,44;2,48;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_453;04.05.2023;1;51,83586;11,6943;107;4;Winterdurum;Wintergold;0;80,8;13,3;;;;0;;12.10.2022;09.07.2023;EC 30-31;;200;;;38;89;30;0;0;0;0;0;09.05.2023;;3,08;0,56;0,52;3,42;0,1;0,02;0,26;5;54,3;4,05;21,3;81,3;0,11;18,8;0,03;0,09;;41,51;13,48;12,05;;6,9;0,14;8,1;18;16,2;241;1,28;282,5;2,99;3,81;55,12;9,65;1,38;2,37;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_279;03.05.2022;0;51,2617686;11,7892564;107;4;Wintergerste;Faro;0;99,7;;;;;0;;30.09.2021;04.07.2022;EC 42-45;;146;;;14;;;0;1;1;1;0;21.04.2022;;2,15;0,3;0,25;2,95;0,09;0,02;0,14;3,5;25,3;6,17;23,2;44,3;0,49;13,2;0,02;0,21;;44,37;20,65;;;6,8;0,13;3,1;8,67;12,3;230;1,12;168,4;2,8;4,02;61,69;10,38;1,31;2,25;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_280;03.05.2022;0;51,2423875;11,8008057;107;4;Wintergerste;Faro;0;99,3;;;;;0;;02.10.2021;05.07.2022;EC 42-45;;96;;;;;;0;1;1;1;0;21.04.2022;;2,27;0,3;0,29;3,12;0,09;0,04;0,14;4,8;27,1;7,23;23,6;45,3;0,4;16,7;0,02;0,09;;44,06;19,41;;;6,6;0,11;1,6;6,98;10,7;198;0,91;171,5;2,63;3,11;76,9;10,76;1,14;1,96;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_284;03.05.2022;0;51,243804;11,8049323;107;4;Wintergerste;Galileoo;0;92,5;;;;;0;;02.10.2021;05.07.2022;EC 42-45;;96;;;;;;0;1;1;1;0;21.04.2022;;2,25;0,31;0,26;3,2;0,1;0,03;0,15;5,5;39,6;6,02;20,8;45,2;0,55;14,4;0,03;0,16;;43,66;19,37;;;6,9;0,11;2,4;15,05;10,7;179;1,04;177;3,28;4,01;68,5;11,02;1,18;2,03;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_281;03.05.2022;0;51,2449539;11,8163779;107;4;Wintergerste;Galileoo;0;98,3;;;;;0;;23.09.2021;05.07.2022;EC 42-45;;135;;;;;;0;1;1;1;0;28.04.2022;;2,59;0,33;0,27;3;0,11;0,07;0,16;5,2;32,3;6,3;20,7;46,2;0,08;14,4;0,03;0,09;;44,14;17,02;;;6,4;0,13;2,1;7,07;13,6;228;0,73;145;2,43;3,02;69,27;10,19;1,3;2,23;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_282;03.05.2022;0;51,2146134;11,7159114;107;4;Wintergerste;Somerset;0;70,8;10;;;;0;;23.09.2021;30.06.2022;EC 42-45;;126;;;;;;0;1;1;1;0;10.05.2022;;2,23;0,31;0,25;2,95;0,08;0,01;0,15;4,4;28,4;5,88;15,8;42,2;0,37;13,7;0,05;0,12;;44,36;19,87;;;7,5;0,14;13,4;15,22;6,4;297;0,63;52,81;1,51;2,36;13,97;9,6;1,38;2,38;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
