Kultur,Entwicklungsstadium,id_element,Element,Einheit,min_labor,max_labor
Sommergerste,EC 32-36,p_b,Bor,ppm,6.0,12.0
Sommergerste,EC 32-36,p_ca,Calcium,%TS,0.5,1.0
Sommergerste,EC 32-36,p_fe,Eisen,ppm,50.0,150.0
Sommergerste,EC 32-36,p_k,Kalium,%TS,2.6,5.3
Sommergerste,EC 32-36,p_cu,Kupfer,ppm,4.3,15.0
Sommergerste,EC 32-36,p_mg,Magnesium,%TS,0.08,0.18
Sommergerste,EC 32-36,p_mn,Mangan,ppm,25.0,140.0
Sommergerste,EC 32-36,p_mo,Molybdän,ppm,0.1,0.3
Sommergerste,EC 32-36,p_na,Natrium,%TS,0.01,2.0
Sommergerste,EC 32-36,p_p,Phosphor,%TS,0.32,0.64
Sommergerste,EC 32-36,p_s,Schwefel,%TS,0.37,0.5
Sommergerste,EC 32-36,p_n,Stickstoff,%TS,2.1,4.3
Sommergerste,EC 32-36,p_zn,Zink,ppm,17.0,65.0
Sommergerste,EC 32-36,p_co,Cobalt,ppm,0.01,0.4
Sommergerste,EC 32-36,p_se,Selen,ppm,0.01,0.5
Sommergerste,EC 37-38,p_b,Bor,ppm,6.0,12.0
Sommergerste,EC 37-38,p_ca,Calcium,%TS,0.5,1.0
Sommergerste,EC 37-38,p_fe,Eisen,ppm,50.0,150.0
Sommergerste,EC 37-38,p_k,Kalium,%TS,2.3,5.0
Sommergerste,EC 37-38,p_cu,Kupfer,ppm,4.0,14.5
Sommergerste,EC 37-38,p_mg,Magnesium,%TS,0.08,0.16
Sommergerste,EC 37-38,p_mn,Mangan,ppm,24.0,135.0
Sommergerste,EC 37-38,p_mo,Molybdän,ppm,0.1,0.3
Sommergerste,EC 37-38,p_na,Natrium,%TS,0.01,2.0
Sommergerste,EC 37-38,p_p,Phosphor,%TS,0.31,0.59
Sommergerste,EC 37-38,p_s,Schwefel,%TS,0.37,0.5
Sommergerste,EC 37-38,p_n,Stickstoff,%TS,1.9,3.8
Sommergerste,EC 37-38,p_zn,Zink,ppm,16.0,60.0
Sommergerste,EC 37-38,p_co,Cobalt,ppm,0.01,0.4
Sommergerste,EC 37-38,p_se,Selen,ppm,0.01,0.5
Sommergerste,EC 39-41,p_b,Bor,ppm,6.0,12.0
Sommergerste,EC 39-41,p_ca,Calcium,%TS,0.5,1.0
Sommergerste,EC 39-41,p_fe,Eisen,ppm,50.0,150.0
Sommergerste,EC 39-41,p_k,Kalium,%TS,2.1,4.6
Sommergerste,EC 39-41,p_cu,Kupfer,ppm,3.7,14.0
Sommergerste,EC 39-41,p_mg,Magnesium,%TS,0.08,0.15
Sommergerste,EC 39-41,p_mn,Mangan,ppm,23.0,130.0
Sommergerste,EC 39-41,p_mo,Molybdän,ppm,0.1,0.3
Sommergerste,EC 39-41,p_na,Natrium,%TS,0.01,2.0
Sommergerste,EC 39-41,p_p,Phosphor,%TS,0.3,0.56
Sommergerste,EC 39-41,p_s,Schwefel,%TS,0.37,0.5
Sommergerste,EC 39-41,p_n,Stickstoff,%TS,1.8,3.5
Sommergerste,EC 39-41,p_zn,Zink,ppm,15.0,60.0
Sommergerste,EC 39-41,p_co,Cobalt,ppm,0.01,0.4
Sommergerste,EC 39-41,p_se,Selen,ppm,0.01,0.5
Sommergerste,EC 42-45,p_b,Bor,ppm,5.0,10.0
Sommergerste,EC 42-45,p_ca,Calcium,%TS,0.45,1.0
Sommergerste,EC 42-45,p_fe,Eisen,ppm,50.0,150.0
Sommergerste,EC 42-45,p_k,Kalium,%TS,2.0,4.2
Sommergerste,EC 42-45,p_cu,Kupfer,ppm,3.7,13.0
Sommergerste,EC 42-45,p_mg,Magnesium,%TS,0.07,0.15
Sommergerste,EC 42-45,p_mn,Mangan,ppm,22.0,130.0
Sommergerste,EC 42-45,p_mo,Molybdän,ppm,0.1,0.3
Sommergerste,EC 42-45,p_na,Natrium,%TS,0.01,2.0
Sommergerste,EC 42-45,p_p,Phosphor,%TS,0.3,0.52
Sommergerste,EC 42-45,p_s,Schwefel,%TS,0.37,0.5
Sommergerste,EC 42-45,p_n,Stickstoff,%TS,1.7,3.3
Sommergerste,EC 42-45,p_zn,Zink,ppm,14.0,60.0
Sommergerste,EC 42-45,p_co,Cobalt,ppm,0.01,0.4
Sommergerste,EC 42-45,p_se,Selen,ppm,0.01,0.5
Sommergerste,EC >45,p_b,Bor,ppm,5.0,10.0
Sommergerste,EC >45,p_ca,Calcium,%TS,0.45,1.0
Sommergerste,EC >45,p_fe,Eisen,ppm,50.0,150.0
Sommergerste,EC >45,p_k,Kalium,%TS,2.0,4.2
Sommergerste,EC >45,p_cu,Kupfer,ppm,3.7,13.0
Sommergerste,EC >45,p_mg,Magnesium,%TS,0.07,0.15
Sommergerste,EC >45,p_mn,Mangan,ppm,22.0,130.0
Sommergerste,EC >45,p_mo,Molybdän,ppm,0.1,0.3
Sommergerste,EC >45,p_na,Natrium,%TS,0.01,2.0
Sommergerste,EC >45,p_p,Phosphor,%TS,0.3,0.52
Sommergerste,EC >45,p_s,Schwefel,%TS,0.37,0.5
Sommergerste,EC >45,p_n,Stickstoff,%TS,1.7,3.3
Sommergerste,EC >45,p_zn,Zink,ppm,14.0,60.0
Sommergerste,EC >45,p_co,Cobalt,ppm,0.01,0.4
Sommergerste,EC >45,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 28,p_b,Bor,ppm,6.0,12.0
Wintertriticale,EC 28,p_ca,Calcium,%TS,0.4,1.0
Wintertriticale,EC 28,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 28,p_k,Kalium,%TS,3.4,4.9
Wintertriticale,EC 28,p_cu,Kupfer,ppm,5.5,17.0
Wintertriticale,EC 28,p_mg,Magnesium,%TS,0.1,0.24
Wintertriticale,EC 28,p_mn,Mangan,ppm,35.0,155.0
Wintertriticale,EC 28,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 28,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 28,p_p,Phosphor,%TS,0.36,0.76
Wintertriticale,EC 28,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 28,p_n,Stickstoff,%TS,3.5,5.6
Wintertriticale,EC 28,p_zn,Zink,ppm,27.0,80.0
Wintertriticale,EC 28,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 28,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 29,p_b,Bor,ppm,6.0,12.0
Wintertriticale,EC 29,p_ca,Calcium,%TS,0.4,1.0
Wintertriticale,EC 29,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 29,p_k,Kalium,%TS,3.4,5.0
Wintertriticale,EC 29,p_cu,Kupfer,ppm,5.2,16.5
Wintertriticale,EC 29,p_mg,Magnesium,%TS,0.09,0.23
Wintertriticale,EC 29,p_mn,Mangan,ppm,32.0,150.0
Wintertriticale,EC 29,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 29,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 29,p_p,Phosphor,%TS,0.31,0.7
Wintertriticale,EC 29,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 29,p_n,Stickstoff,%TS,3.0,5.0
Wintertriticale,EC 29,p_zn,Zink,ppm,24.0,80.0
Wintertriticale,EC 29,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 29,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 30-31,p_b,Bor,ppm,6.0,12.0
Wintertriticale,EC 30-31,p_ca,Calcium,%TS,0.4,1.0
Wintertriticale,EC 30-31,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 30-31,p_k,Kalium,%TS,3.3,5.0
Wintertriticale,EC 30-31,p_cu,Kupfer,ppm,5.0,16.0
Wintertriticale,EC 30-31,p_mg,Magnesium,%TS,0.08,0.22
Wintertriticale,EC 30-31,p_mn,Mangan,ppm,30.0,145.0
Wintertriticale,EC 30-31,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 30-31,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 30-31,p_p,Phosphor,%TS,0.27,0.65
Wintertriticale,EC 30-31,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 30-31,p_n,Stickstoff,%TS,2.6,4.6
Wintertriticale,EC 30-31,p_zn,Zink,ppm,21.0,70.0
Wintertriticale,EC 30-31,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 30-31,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 32-36,p_b,Bor,ppm,6.0,12.0
Wintertriticale,EC 32-36,p_ca,Calcium,%TS,0.4,1.0
Wintertriticale,EC 32-36,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 32-36,p_k,Kalium,%TS,3.2,4.9
Wintertriticale,EC 32-36,p_cu,Kupfer,ppm,4.6,15.0
Wintertriticale,EC 32-36,p_mg,Magnesium,%TS,0.08,0.22
Wintertriticale,EC 32-36,p_mn,Mangan,ppm,27.0,145.0
Wintertriticale,EC 32-36,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 32-36,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 32-36,p_p,Phosphor,%TS,0.24,0.6
Wintertriticale,EC 32-36,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 32-36,p_n,Stickstoff,%TS,2.2,4.1
Wintertriticale,EC 32-36,p_zn,Zink,ppm,18.0,70.0
Wintertriticale,EC 32-36,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 32-36,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 37-38,p_b,Bor,ppm,5.0,10.0
Wintertriticale,EC 37-38,p_ca,Calcium,%TS,0.35,1.0
Wintertriticale,EC 37-38,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 37-38,p_k,Kalium,%TS,3.0,4.6
Wintertriticale,EC 37-38,p_cu,Kupfer,ppm,4.3,14.0
Wintertriticale,EC 37-38,p_mg,Magnesium,%TS,0.07,0.21
Wintertriticale,EC 37-38,p_mn,Mangan,ppm,24.0,140.0
Wintertriticale,EC 37-38,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 37-38,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 37-38,p_p,Phosphor,%TS,0.22,0.54
Wintertriticale,EC 37-38,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 37-38,p_n,Stickstoff,%TS,1.9,3.5
Wintertriticale,EC 37-38,p_zn,Zink,ppm,17.0,65.0
Wintertriticale,EC 37-38,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 37-38,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 39-41,p_b,Bor,ppm,5.0,10.0
Wintertriticale,EC 39-41,p_ca,Calcium,%TS,0.35,1.0
Wintertriticale,EC 39-41,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 39-41,p_k,Kalium,%TS,2.8,4.3
Wintertriticale,EC 39-41,p_cu,Kupfer,ppm,4.0,13.5
Wintertriticale,EC 39-41,p_mg,Magnesium,%TS,0.07,0.2
Wintertriticale,EC 39-41,p_mn,Mangan,ppm,22.0,135.0
Wintertriticale,EC 39-41,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 39-41,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 39-41,p_p,Phosphor,%TS,0.21,0.48
Wintertriticale,EC 39-41,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 39-41,p_n,Stickstoff,%TS,1.8,3.1
Wintertriticale,EC 39-41,p_zn,Zink,ppm,16.0,65.0
Wintertriticale,EC 39-41,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 39-41,p_se,Selen,ppm,0.01,0.5
Wintertriticale,EC 42-45,p_b,Bor,ppm,5.0,10.0
Wintertriticale,EC 42-45,p_ca,Calcium,%TS,0.35,1.0
Wintertriticale,EC 42-45,p_fe,Eisen,ppm,50.0,150.0
Wintertriticale,EC 42-45,p_k,Kalium,%TS,2.5,3.9
Wintertriticale,EC 42-45,p_cu,Kupfer,ppm,3.8,13.0
Wintertriticale,EC 42-45,p_mg,Magnesium,%TS,0.06,0.18
Wintertriticale,EC 42-45,p_mn,Mangan,ppm,27.0,145.0
Wintertriticale,EC 42-45,p_mo,Molybdän,ppm,0.2,0.5
Wintertriticale,EC 42-45,p_na,Natrium,%TS,0.01,2.0
Wintertriticale,EC 42-45,p_p,Phosphor,%TS,0.2,0.44
Wintertriticale,EC 42-45,p_s,Schwefel,%TS,0.3,0.42
Wintertriticale,EC 42-45,p_n,Stickstoff,%TS,1.5,2.8
Wintertriticale,EC 42-45,p_zn,Zink,ppm,15.0,65.0
Wintertriticale,EC 42-45,p_co,Cobalt,ppm,0.01,0.4
Wintertriticale,EC 42-45,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 24-28,p_n,"Stickstoff 1,2,3",% TS,3.6,5.5
Winterdurum,EC 24-28,p_ca,"Calcium 1,2,3",% TS,0.52,0.78
Winterdurum,EC 24-28,p_p,"Phosphor 1,2,3",% TS,0.39,0.62
Winterdurum,EC 24-28,p_k,"Kalium 1,2,3",% TS,3.4,5.1
Winterdurum,EC 24-28,p_mg,"Magnesium 1,2,3",% TS,0.08,0.15
Winterdurum,EC 24-28,p_na,Natrium 4,% TS,0.004,2.0
Winterdurum,EC 24-28,p_s,Schwefel 4,% TS,0.37,0.5
Winterdurum,EC 24-28,p_b,Bor 2,ppm,6.0,12.0
Winterdurum,EC 24-28,p_mn,"Mangan 1,2,3",ppm,33.0,116.0
Winterdurum,EC 24-28,p_cu,"Kupfer 1,2,3",ppm,4.9,11.3
Winterdurum,EC 24-28,p_zn,"Zink 1,2,3",ppm,23.0,34.0
Winterdurum,EC 24-28,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 24-28,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 24-28,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 24-28,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 29-30,p_n,"Stickstoff 1,2,3",% TS,3.2,5.2
Winterdurum,EC 29-30,p_ca,"Calcium 1,2,3",% TS,0.44,0.72
Winterdurum,EC 29-30,p_p,"Phosphor 1,2,3",% TS,0.36,0.57
Winterdurum,EC 29-30,p_k,"Kalium 1,2,3",% TS,3.3,5.1
Winterdurum,EC 29-30,p_mg,"Magnesium 1,2,3",% TS,0.08,0.16
Winterdurum,EC 29-30,p_na,Natrium 4,% TS,0.004,2.0
Winterdurum,EC 29-30,p_s,Schwefel 4,% TS,0.3,0.5
Winterdurum,EC 29-30,p_b,Bor 2,ppm,6.0,12.0
Winterdurum,EC 29-30,p_mn,"Mangan 1,2,3",ppm,31.0,100.0
Winterdurum,EC 29-30,p_cu,"Kupfer 1,2,3",ppm,4.4,11.2
Winterdurum,EC 29-30,p_zn,"Zink 1,2,3",ppm,21.0,34.0
Winterdurum,EC 29-30,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 29-30,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 29-30,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 29-30,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 31,p_n,"Stickstoff 1,2,3",% TS,2.8,4.8
Winterdurum,EC 31,p_ca,"Calcium 1,2,3",% TS,0.38,0.66
Winterdurum,EC 31,p_p,"Phosphor 1,2,3",% TS,0.33,0.52
Winterdurum,EC 31,p_k,"Kalium 1,2,3",% TS,3.2,5.1
Winterdurum,EC 31,p_mg,"Magnesium 1,2,3",% TS,0.08,0.17
Winterdurum,EC 31,p_na,Natrium 4,% TS,0.004,2.0
Winterdurum,EC 31,p_s,Schwefel 4,% TS,0.3,0.5
Winterdurum,EC 31,p_b,Bor 2,ppm,6.0,12.0
Winterdurum,EC 31,p_mn,"Mangan 1,2,3",ppm,29.0,88.0
Winterdurum,EC 31,p_cu,"Kupfer 1,2,3",ppm,4.0,10.9
Winterdurum,EC 31,p_zn,"Zink 1,2,3",ppm,19.0,34.0
Winterdurum,EC 31,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 31,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 31,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 31,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 32-36,p_n,"Stickstoff 1,2,3",% TS,2.4,4.3
Winterdurum,EC 32-36,p_ca,"Calcium 1,2,3",% TS,0.33,0.61
Winterdurum,EC 32-36,p_p,"Phosphor 1,2,3",% TS,0.3,0.48
Winterdurum,EC 32-36,p_k,"Kalium 1,2,3",% TS,3.0,4.8
Winterdurum,EC 32-36,p_mg,"Magnesium 1,2,3",% TS,0.08,0.17
Winterdurum,EC 32-36,p_na,Natrium 4,% TS,0.004,2.0
Winterdurum,EC 32-36,p_s,Schwefel 4,% TS,0.3,0.5
Winterdurum,EC 32-36,p_b,Bor 2,ppm,5.0,10.0
Winterdurum,EC 32-36,p_mn,"Mangan 1,2,3",ppm,28.0,77.0
Winterdurum,EC 32-36,p_cu,"Kupfer 1,2,3",ppm,3.6,10.6
Winterdurum,EC 32-36,p_zn,"Zink 1,2,3",ppm,18.0,33.0
Winterdurum,EC 32-36,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 32-36,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 32-36,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 32-36,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 37-38,p_n,"Stickstoff 1,2,3",% TS,2.2,3.8
Winterdurum,EC 37-38,p_ca,"Calcium 1,2,3",% TS,0.3,0.56
Winterdurum,EC 37-38,p_p,"Phosphor 1,2,3",% TS,0.28,0.44
Winterdurum,EC 37-38,p_k,"Kalium 1,2,3",% TS,2.8,4.5
Winterdurum,EC 37-38,p_mg,"Magnesium 1,2,3",% TS,0.08,0.16
Winterdurum,EC 37-38,p_na,Natrium 4,% TS,0.01,2.0
Winterdurum,EC 37-38,p_s,Schwefel 4,% TS,0.3,0.5
Winterdurum,EC 37-38,p_b,Bor 2,ppm,5.0,10.0
Winterdurum,EC 37-38,p_mn,"Mangan 1,2,3",ppm,28.0,70.0
Winterdurum,EC 37-38,p_cu,"Kupfer 1,2,3",ppm,3.5,10.1
Winterdurum,EC 37-38,p_zn,"Zink 1,2,3",ppm,17.0,31.0
Winterdurum,EC 37-38,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 37-38,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 37-38,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 37-38,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 39-41,p_n,"Stickstoff 1,2,3",% TS,2.0,3.3
Winterdurum,EC 39-41,p_ca,"Calcium 1,2,3",% TS,0.3,0.52
Winterdurum,EC 39-41,p_p,"Phosphor 1,2,3",% TS,0.26,0.39
Winterdurum,EC 39-41,p_k,"Kalium 1,2,3",% TS,2.5,4.0
Winterdurum,EC 39-41,p_mg,"Magnesium 1,2,3",% TS,0.08,0.15
Winterdurum,EC 39-41,p_na,Natrium 4,% TS,0.01,2.0
Winterdurum,EC 39-41,p_s,Schwefel 4,% TS,0.3,0.5
Winterdurum,EC 39-41,p_b,Bor 2,ppm,5.0,10.0
Winterdurum,EC 39-41,p_mn,"Mangan 1,2,3",ppm,28.0,65.0
Winterdurum,EC 39-41,p_cu,"Kupfer 1,2,3",ppm,3.4,9.5
Winterdurum,EC 39-41,p_zn,"Zink 1,2,3",ppm,17.0,28.0
Winterdurum,EC 39-41,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 39-41,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 39-41,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 39-41,p_se,Selen,ppm,0.01,0.5
Winterdurum,EC 42-45,p_n,"Stickstoff 1,2,3",% TS,1.8,2.7
Winterdurum,EC 42-45,p_ca,"Calcium 1,2,3",% TS,0.31,0.48
Winterdurum,EC 42-45,p_p,"Phosphor 1,2,3",% TS,0.25,0.35
Winterdurum,EC 42-45,p_k,"Kalium 1,2,3",% TS,2.2,3.3
Winterdurum,EC 42-45,p_mg,"Magnesium 1,2,3",% TS,0.08,0.13
Winterdurum,EC 42-45,p_na,Natrium 4,% TS,0.01,2.0
Winterdurum,EC 42-45,p_s,Schwefel 4,% TS,0.3,0.5
Winterdurum,EC 42-45,p_b,Bor 2,ppm,5.0,10.0
Winterdurum,EC 42-45,p_mn,"Mangan 1,2,3",ppm,30.0,63.0
Winterdurum,EC 42-45,p_cu,"Kupfer 1,2,3",ppm,3.5,8.8
Winterdurum,EC 42-45,p_zn,"Zink 1,2,3",ppm,17.0,24.0
Winterdurum,EC 42-45,p_fe,Eisen 4,ppm,50.0,150.0
Winterdurum,EC 42-45,p_mo,Molybdän 2,ppm,0.1,0.3
Winterdurum,EC 42-45,p_co,Cobalt,ppm,0.01,0.4
Winterdurum,EC 42-45,p_se,Selen,ppm,0.01,0.5
